"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ae-dubai-investments-park/city-centre","City Centre","Dubai Investments Park","City Centre, Dubai Investments Park, United Arab Emirates","Green Community Village","green-community-village","anchor","images/Neighborhood_POIs/ae-dubai-investments-park/city-centre/green-community-village.png","places-photo","mohsin (Google Maps contributor)","2026-07-17T21:28:39.893877+00:00"
"neighborhoods/ae-dubai-investments-park/city-centre","City Centre","Dubai Investments Park","City Centre, Dubai Investments Park, United Arab Emirates","Green Community Park","green-community-park","outdoors","images/Neighborhood_POIs/ae-dubai-investments-park/city-centre/green-community-park.png","places-photo","Simon Lindsey (Google Maps contributor)","2026-07-17T21:29:59.075398+00:00"
"neighborhoods/ae-dubai-investments-park/city-centre","City Centre","Dubai Investments Park","City Centre, Dubai Investments Park, United Arab Emirates","The Market Mall","the-market-mall","shopping-dining","images/Neighborhood_POIs/ae-dubai-investments-park/city-centre/the-market-mall.png","text-only","","2026-07-17T21:37:50.512487+00:00"
"neighborhoods/ae-dubai-investments-park/city-centre","City Centre","Dubai Investments Park","City Centre, Dubai Investments Park, United Arab Emirates","Al Wasl Plaza, Expo City Dubai","al-wasl-plaza-expo-city-dubai","culture-architecture","images/Neighborhood_POIs/ae-dubai-investments-park/city-centre/al-wasl-plaza-expo-city-dubai.png","text-only","","2026-07-17T21:40:34.554932+00:00"
"neighborhoods/am-gyumri/city-centre","City Centre","Gyumri","City Centre, Gyumri, Armenia","Vardanants Square","vardanants-square","anchor","images/Neighborhood_POIs/am-gyumri/city-centre/vardanants-square.png","places-photo","Andrzej Chmielewski (Google Maps contributor)","2026-07-17T21:49:47.031709+00:00"
"neighborhoods/am-gyumri/city-centre","City Centre","Gyumri","City Centre, Gyumri, Armenia","Gyumri Central Park","gyumri-central-park","outdoors","images/Neighborhood_POIs/am-gyumri/city-centre/gyumri-central-park.png","places-photo","Levon Avakimyan (Google Maps contributor)","2026-07-17T21:51:11.889663+00:00"
"neighborhoods/am-gyumri/city-centre","City Centre","Gyumri","City Centre, Gyumri, Armenia","Holy Saviour's Church (Amenaprkich)","holy-saviour-s-church-amenaprkich","culture-architecture","images/Neighborhood_POIs/am-gyumri/city-centre/holy-saviour-s-church-amenaprkich.png","places-photo","Misha Kurghinyan (Google Maps contributor)","2026-07-17T22:19:43.226442+00:00"
"neighborhoods/am-gyumri/city-centre","City Centre","Gyumri","City Centre, Gyumri, Armenia","Abovyan Street","abovyan-street","shopping-dining","images/Neighborhood_POIs/am-gyumri/city-centre/abovyan-street.png","places-photo","Gevorg Hambardzumyan (Google Maps contributor)","2026-07-17T22:24:17.197377+00:00"
"neighborhoods/ao-luanda/talatona","Talatona","Luanda","Talatona, Luanda, Angola","Talatona Shopping","talatona-shopping","anchor","images/Neighborhood_POIs/ao-luanda/talatona/talatona-shopping.png","text-only","","2026-07-17T22:41:14.230375+00:00"
"neighborhoods/ao-luanda/talatona","Talatona","Luanda","Talatona, Luanda, Angola","Centro de Convencoes de Talatona","centro-de-convencoes-de-talatona","culture-architecture","images/Neighborhood_POIs/ao-luanda/talatona/centro-de-convencoes-de-talatona.png","places-photo","Francisco Atalaia (Google Maps contributor)","2026-07-17T22:43:16.112086+00:00"
"neighborhoods/ao-luanda/talatona","Talatona","Luanda","Talatona, Luanda, Angola","Belas Shopping","belas-shopping","shopping-dining","images/Neighborhood_POIs/ao-luanda/talatona/belas-shopping.png","text-only","","2026-07-17T22:46:58.208523+00:00"
