"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/af-ghazni/city-centre","City Centre","Ghazni","City Centre, Ghazni, Afghanistan","Ghazni Citadel","ghazni-citadel","anchor","images/Neighborhood_POIs/af-ghazni/city-centre/ghazni-citadel.png","places-photo","Zabihullah Noori (Google Maps contributor)","2026-07-17T21:29:36.760698+00:00"
"neighborhoods/af-ghazni/city-centre","City Centre","Ghazni","City Centre, Ghazni, Afghanistan","Minaret of Bahram Shah","minaret-of-bahram-shah","culture-architecture","images/Neighborhood_POIs/af-ghazni/city-centre/minaret-of-bahram-shah.png","places-photo","مزمل جون (Google Maps contributor)","2026-07-17T21:31:05.048842+00:00"
"neighborhoods/af-ghazni/city-centre","City Centre","Ghazni","City Centre, Ghazni, Afghanistan","Tomb of Sultan Mahmud of Ghazni","tomb-of-sultan-mahmud-of-ghazni","culture-architecture","images/Neighborhood_POIs/af-ghazni/city-centre/tomb-of-sultan-mahmud-of-ghazni.png","places-photo","Wahidullah Omaryar (Google Maps contributor)","2026-07-17T21:36:14.836940+00:00"
"neighborhoods/af-ghazni/city-centre","City Centre","Ghazni","City Centre, Ghazni, Afghanistan","Ghazni Old City Bazaar","ghazni-old-city-bazaar","shopping-dining","images/Neighborhood_POIs/af-ghazni/city-centre/ghazni-old-city-bazaar.png","text-only","","2026-07-17T21:38:47.015727+00:00"
"neighborhoods/ao-cabinda/city-center","City Center","Cabinda","City Center, Cabinda, Angola","Sé Catedral de Cabinda","se-catedral-de-cabinda","culture-architecture","images/Neighborhood_POIs/ao-cabinda/city-center/se-catedral-de-cabinda.png","places-photo","Google Maps contributor","2026-07-17T21:50:49.159115+00:00"
"neighborhoods/ao-cabinda/city-center","City Center","Cabinda","City Center, Cabinda, Angola","Palácio do Governo Provincial de Cabinda","palacio-do-governo-provincial-de-cabinda","anchor","images/Neighborhood_POIs/ao-cabinda/city-center/palacio-do-governo-provincial-de-cabinda.png","places-photo","Google Maps contributor","2026-07-17T21:50:57.248150+00:00"
"neighborhoods/ao-cabinda/city-center","City Center","Cabinda","City Center, Cabinda, Angola","Marginal de Cabinda","marginal-de-cabinda","outdoors","images/Neighborhood_POIs/ao-cabinda/city-center/marginal-de-cabinda.png","text-only","","2026-07-17T22:02:46.288183+00:00"
"neighborhoods/ao-cabinda/city-center","City Center","Cabinda","City Center, Cabinda, Angola","Mercado Central de Cabinda","mercado-central-de-cabinda","shopping-dining","images/Neighborhood_POIs/ao-cabinda/city-center/mercado-central-de-cabinda.png","text-only","","2026-07-17T22:05:50.194052+00:00"
"neighborhoods/ao-n-dalatando/city-centre","City Centre","N'dalatando","City Centre, N'dalatando, Angola","Praça do Governo Provincial de N'dalatando","praca-do-governo-provincial-de-n-dalatando","anchor","images/Neighborhood_POIs/ao-n-dalatando/city-centre/praca-do-governo-provincial-de-n-dalatando.png","places-photo","Orlando D. Faria (Google Maps contributor)","2026-07-17T22:36:28.363207+00:00"
"neighborhoods/ao-n-dalatando/city-centre","City Centre","N'dalatando","City Centre, N'dalatando, Angola","Sé Catedral de N'dalatando","se-catedral-de-n-dalatando","culture-architecture","images/Neighborhood_POIs/ao-n-dalatando/city-centre/se-catedral-de-n-dalatando.png","places-photo","Valentim Ice (Google Maps contributor)","2026-07-17T22:36:39.308039+00:00"
