"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/ae-ras-al-khaimah-city/al-nakheel","Al Nakheel","Ras Al Khaimah City","Al Nakheel, Ras Al Khaimah City, United Arab Emirates","National Museum of Ras Al Khaimah","national-museum-of-ras-al-khaimah","anchor","images/Neighborhood_POIs/ae-ras-al-khaimah-city/al-nakheel/national-museum-of-ras-al-khaimah.png","places-photo","fjp (Google Maps contributor)","2026-07-17T21:25:57.509990+00:00"
"neighborhoods/ae-ras-al-khaimah-city/al-nakheel","Al Nakheel","Ras Al Khaimah City","Al Nakheel, Ras Al Khaimah City, United Arab Emirates","Al Qawasim Corniche","al-qawasim-corniche","outdoors","images/Neighborhood_POIs/ae-ras-al-khaimah-city/al-nakheel/al-qawasim-corniche.png","places-photo","Tinoy Thomas (Google Maps contributor)","2026-07-17T21:28:00.687857+00:00"
"neighborhoods/ae-ras-al-khaimah-city/al-nakheel","Al Nakheel","Ras Al Khaimah City","Al Nakheel, Ras Al Khaimah City, United Arab Emirates","Manar Mall","manar-mall","shopping-dining","images/Neighborhood_POIs/ae-ras-al-khaimah-city/al-nakheel/manar-mall.png","places-photo","Manar Mall (Google Maps contributor)","2026-07-17T21:30:15.676297+00:00"
"neighborhoods/ae-ras-al-khaimah-city/al-nakheel","Al Nakheel","Ras Al Khaimah City","Al Nakheel, Ras Al Khaimah City, United Arab Emirates","Sheikh Zayed Mosque","sheikh-zayed-mosque","culture-architecture","images/Neighborhood_POIs/ae-ras-al-khaimah-city/al-nakheel/sheikh-zayed-mosque.png","text-only","","2026-07-17T21:34:02.906937+00:00"
"neighborhoods/ao-malanje/city-center","City Center","Malanje","City Center, Malanje, Angola","Catedral de Malange","catedral-de-malange","culture-architecture","images/Neighborhood_POIs/ao-malanje/city-center/catedral-de-malange.png","places-photo","Luís Boléo (Google Maps contributor)","2026-07-17T21:46:11.650085+00:00"
"neighborhoods/ao-malanje/city-center","City Center","Malanje","City Center, Malanje, Angola","Palácio do Governo Provincial de Malanje","palacio-do-governo-provincial-de-malanje","anchor","images/Neighborhood_POIs/ao-malanje/city-center/palacio-do-governo-provincial-de-malanje.png","places-photo","Carlos Cahuanda (Google Maps contributor)","2026-07-17T21:49:07.640881+00:00"
"neighborhoods/ao-malanje/city-center","City Center","Malanje","City Center, Malanje, Angola","Largo da Liberdade","largo-da-liberdade","outdoors","images/Neighborhood_POIs/ao-malanje/city-center/largo-da-liberdade.png","text-only","","2026-07-17T21:59:06.584559+00:00"
"neighborhoods/ao-malanje/city-center","City Center","Malanje","City Center, Malanje, Angola","Mercado Municipal de Malanje","mercado-municipal-de-malanje","shopping-dining","images/Neighborhood_POIs/ao-malanje/city-center/mercado-municipal-de-malanje.png","text-only","","2026-07-17T22:03:48.708178+00:00"
"neighborhoods/ar-cordoba/guemes","Güemes","Córdoba","Güemes, Córdoba, Argentina","La Cañada de Córdoba","la-canada-de-cordoba","outdoors","images/Neighborhood_POIs/ar-cordoba/guemes/la-canada-de-cordoba.png","places-photo","I Valentin M. I (Google Maps contributor)","2026-07-17T22:09:09.967174+00:00"
"neighborhoods/ar-cordoba/guemes","Güemes","Córdoba","Güemes, Córdoba, Argentina","Iglesia de los Capuchinos","iglesia-de-los-capuchinos","culture-architecture","images/Neighborhood_POIs/ar-cordoba/guemes/iglesia-de-los-capuchinos.png","places-photo","Hernán Bonaldi (Google Maps contributor)","2026-07-17T22:16:12.704350+00:00"
