"parent_id","neighborhood","city","destination","poi_name","poi_slug","category","s3_key","ref_photo_reference","ref_attribution","generated_at"
"neighborhoods/af-kandahar/city-centre","City Centre","Kandahār","City Centre, Kandahār, Afghanistan","Shrine of the Cloak","shrine-of-the-cloak","anchor","images/Neighborhood_POIs/af-kandahar/city-centre/shrine-of-the-cloak.png","places-photo","Usman khan (Google Maps contributor)","2026-07-17T21:28:59.719755+00:00"
"neighborhoods/af-kandahar/city-centre","City Centre","Kandahār","City Centre, Kandahār, Afghanistan","Mausoleum of Ahmad Shah Durrani","mausoleum-of-ahmad-shah-durrani","culture-architecture","images/Neighborhood_POIs/af-kandahar/city-centre/mausoleum-of-ahmad-shah-durrani.png","places-photo","Abdul Rauf Farhaan (Google Maps contributor)","2026-07-17T21:30:14.787406+00:00"
"neighborhoods/af-kandahar/city-centre","City Centre","Kandahār","City Centre, Kandahār, Afghanistan","Kandahar Shahhi Park","kandahar-shahhi-park","outdoors","images/Neighborhood_POIs/af-kandahar/city-centre/kandahar-shahhi-park.png","text-only","","2026-07-17T21:36:41.515715+00:00"
"neighborhoods/af-kandahar/city-centre","City Centre","Kandahār","City Centre, Kandahār, Afghanistan","Martyrs' Square (Shahidano Chowk)","martyrs-square-shahidano-chowk","shopping-dining","images/Neighborhood_POIs/af-kandahar/city-centre/martyrs-square-shahidano-chowk.png","text-only","","2026-07-17T21:53:07.015656+00:00"
"neighborhoods/ao-dundo/city-centre","City Centre","Dundo","City Centre, Dundo, Angola","Museu do Dundo","museu-do-dundo","culture-architecture","images/Neighborhood_POIs/ao-dundo/city-centre/museu-do-dundo.png","places-photo","Carmen Mariza (Google Maps contributor)","2026-07-17T22:05:26.825287+00:00"
"neighborhoods/ao-dundo/city-centre","City Centre","Dundo","City Centre, Dundo, Angola","Rio Luachimo","rio-luachimo","outdoors","images/Neighborhood_POIs/ao-dundo/city-centre/rio-luachimo.png","places-photo","流云 (Google Maps contributor)","2026-07-17T22:06:58.764861+00:00"
"neighborhoods/ao-dundo/city-centre","City Centre","Dundo","City Centre, Dundo, Angola","Mercado do Dundo","mercado-do-dundo","shopping-dining","images/Neighborhood_POIs/ao-dundo/city-centre/mercado-do-dundo.png","text-only","","2026-07-17T22:17:24.793538+00:00"
"neighborhoods/ao-dundo/city-centre","City Centre","Dundo","City Centre, Dundo, Angola","Sé Catedral de Nossa Senhora da Conceição","se-catedral-de-nossa-senhora-da-conceicao","anchor","images/Neighborhood_POIs/ao-dundo/city-centre/se-catedral-de-nossa-senhora-da-conceicao.png","text-only","","2026-07-17T22:17:26.211090+00:00"
"neighborhoods/ao-soyo/city-centre","City Centre","Soyo","City Centre, Soyo, Angola","Administração Municipal do Soyo","administracao-municipal-do-soyo","anchor","images/Neighborhood_POIs/ao-soyo/city-centre/administracao-municipal-do-soyo.png","places-photo","J. A. (Google Maps contributor)","2026-07-17T22:36:46.192056+00:00"
"neighborhoods/ao-soyo/city-centre","City Centre","Soyo","City Centre, Soyo, Angola","Praia dos Pobres","praia-dos-pobres","outdoors","images/Neighborhood_POIs/ao-soyo/city-centre/praia-dos-pobres.png","places-photo","Liberty Obidos (Google Maps contributor)","2026-07-17T22:38:47.247240+00:00"
"neighborhoods/ao-soyo/city-centre","City Centre","Soyo","City Centre, Soyo, Angola","Paróquia São Carlos Lwanga e Companheiros Mártires","paroquia-sao-carlos-lwanga-e-companheiros-martires","culture-architecture","images/Neighborhood_POIs/ao-soyo/city-centre/paroquia-sao-carlos-lwanga-e-companheiros-martires.png","places-photo","Délcio Melo (Google Maps contributor)","2026-07-17T22:45:50.088138+00:00"
"neighborhoods/ao-soyo/city-centre","City Centre","Soyo","City Centre, Soyo, Angola","Turtle Beach","turtle-beach","shopping-dining","images/Neighborhood_POIs/ao-soyo/city-centre/turtle-beach.png","places-photo","Bernd Kay RUEHL (Google Maps contributor)","2026-07-17T22:46:55.293210+00:00"
